Name,ID,Content,Comments,Retweet,Likes,ImageURL,VideoURL,TweetURL
meat berry meat berry meat b,monokromyist,DOES HASAN MINHAJ REALLY BELIEVE THAT EATING ASS IS A MILLENNIAL TREND pic.twitter.com/Rj4IcXcVaD,,,2,https://pbs.twimg.com/media/ELPoDPAUEAA1vuP.jpghttps://pbs.twimg.com/media/ELPoDO7UcAArifo.jpghttps://pbs.twimg.com/media/ELPoDO7U8Ag1GED.jpghttps://pbs.twimg.com/media/ELPoDO7UwAEn3GW.jpg,,https://twitter.com/monokromyist/status/1203560683368894464
Virtual Good Dog,FutureTechViews,"Yeah, that’s about right #okboomer #millennial pic.twitter.com/q25A3VE7Mx",,3,15,https://pbs.twimg.com/media/ELPMKRjXYAE1Wcd.jpg,,https://twitter.com/FutureTechViews/status/1203530008221892609
Dr Vancbromycin,BromoSouthern,"I’m such a millennial... just had dinner - terrible service, an hour to get drinks. Still tipped 20% because I used to be a waiter and I know the hustle.",45,25,978,,,https://twitter.com/BromoSouthern/status/1203490150812200960
Millennial Mike #ReleaseTheSnyderCut,Velkro16,"People need to chill with CBM stuff. There's no need to quit Twitter because people are hating on XYZ. You have to stop being insecure. If you want to like Wonder Woman or Black Widow or whatever, nothing is going to stop you. Nothing is going to stop the haters either.pic.twitter.com/oidSQcy3yF",3,17,62,,https://twitter.com/i/videos/1203459234786152449?embed_source=facebook,https://twitter.com/Velkro16/status/1203459234786152449
Viva Las Value,VivaLasValue,"It may be the millennial in me, but I love what they’re doing with the @TheLINQpic.twitter.com/4JNgccJwhp",5,2,27,https://pbs.twimg.com/media/ELOJII0U8AAmIKL.jpg,,https://twitter.com/VivaLasValue/status/1203456305932820480
dea  🍋,maknaechanel,jungkook walking around with his phone on his hand is peak millennial energy   pic.twitter.com/NwIJWZ1hVj,10,129,620,,https://twitter.com/i/videos/1203447179483979777?embed_source=facebook,https://twitter.com/maknaechanel/status/1203447179483979777
"oh, dobrik",ohhdobrik,Dave and Nat at the Fanjoy x Millennial Entertainment holiday party (12/05/19) pic.twitter.com/jfBBAMzBLb,1,,3,https://pbs.twimg.com/media/ELNNvzMWkAADykv.jpghttps://pbs.twimg.com/media/ELNNvzOWwAEDxXQ.jpg,,https://twitter.com/ohhdobrik/status/1203391015203299331
Emily “Brilliantly Illuminating” Bloch,emdrums,"No one: @NateMonroeTU, a millennial: pic.twitter.com/cG8fsL1Pfn",2,,28,https://pbs.twimg.com/media/ELNNWl3X0AED3Qa.jpg,,https://twitter.com/emdrums/status/1203390581088694272
Matt Boxer,MattBoxer94,Im a millennial and im voting for Joe Biden. https://twitter.com/Generalyeo/status/1203354058171600901 …,6,15,61,,,https://twitter.com/MattBoxer94/status/1203354276212420609
David Cuddy,DavidJCuddy,The Baby Boomer generation likes to wax lyrical about how easy Millennials have it these days compared to what it was like in their day. But the figures don't lie...Millennial households can expect to hold a tiny fraction of the wealth of boomers at the same age.#okboomerpic.twitter.com/0vXLBgyC6S,2,2,12,https://pbs.twimg.com/media/ELMdEFvW4AAunI3.jpg,,https://twitter.com/DavidJCuddy/status/1203337488712060928
Park,neena_park,"I'm a formerly registered independent, millennial, full-time consultant and caregiver to my blind immigrant father with cancer. I love our country and believe @AndrewYang and his values and policies of putting #humanityfirst are the essence of what our country is about.#PassItOn",,5,17,,,https://twitter.com/neena_park/status/1203332538166628353
katelovingshenk  🕊 🐾 🐘 #WeAreTheSquad,kateloving,"We went dancing last night. Met a millennial. I asked, Are You For Bernie? She said, Fuck Yes. Her patents are hardcore Trumpys. I’ll be going to her house to talk “Bernie.” Otherwise, we will be organizing #Bernie2020 together! pic.twitter.com/xeM3Y2gpdr",3,31,100,https://pbs.twimg.com/media/ELMD8lGX0AEPeOM.jpg,,https://twitter.com/kateloving/status/1203309871258636289
jade leto,wellsjahasghost,remember when clarke was trying to not write her name on the List and bellamy was like no fuck you if i have to live so do you... a true relatable millennial moment,1,67,240,,,https://twitter.com/wellsjahasghost/status/1203186507005063174
millennial scum,dylanthaheathen,shh dont tell anyone that im cheating on my wifepic.twitter.com/H8RcdnNrVt,1,2,23,https://pbs.twimg.com/media/ELKGi8vU0AAq2QG.jpghttps://pbs.twimg.com/media/ELKGjkHU8AAzc8q.jpg,,https://twitter.com/dylanthaheathen/status/1203172005064798208
Millennial Hippie,MarcosPrisca,"My 3 year old wrote a letter to Santa today, then read it to me.She would like a doll,  a tablet,  and a ""dead chicken"" so she can eat it.pic.twitter.com/3GYggD2PrN",2,1,12,https://pbs.twimg.com/media/ELJwpTbXUAAu85s.jpg,,https://twitter.com/MarcosPrisca/status/1203147908943679488
Black Millennial 𝓛𝓞𝓢𝓣 𝓘𝓝 𝓢𝓟𝓐𝓒𝓔  ☄️ 🚀 🛸,revolutionaryJV,Teacher: “Why didn’t you do your homework?”Student: “Because the student becomes the teacher and as the teacher I have no homework”Teacher: *sweats nervously* “Oh fuck”,,18,29,,,https://twitter.com/revolutionaryJV/status/1203105306479415297
Easley,justsometeacher,Um actually I'm a millennial bro so instead of getting worked up I'm just gonna tweet about it mmmkaayyy pic.twitter.com/8O4UBpltlg,,,20,https://pbs.twimg.com/media/ELI4auyXkAUCVEl.jpg,,https://twitter.com/justsometeacher/status/1203086091181531136
Timo Andres,timoandres,"May be too late for this but perhaps we should all take a moment to consider whether the millennial suitcase company is, in fact… “cool” pic.twitter.com/rigrbVwfYv",,,1,https://pbs.twimg.com/media/ELIn1qFWoAYNEUZ.jpg,,https://twitter.com/timoandres/status/1203067860832182272
Pinay Millennial Heroine,PinayMillenial,Two memorable characters performed by @bernardokath that we will forever cherish.  Year 2018-2019.https://twitter.com/pinaymillenial/status/1157041645118021633 …,,51,166,,,https://twitter.com/PinayMillenial/status/1203029559739895810
i y ü g h,reyanneeee,"finallyyyyy, miss millennial pangasinan!! ily ate gweeeen  pic.twitter.com/3dkgb9AJ4N",,,19,https://pbs.twimg.com/media/ELHUV_UUUAAhAuX.jpghttps://pbs.twimg.com/media/ELHUYQFVUAIjMZk.jpghttps://pbs.twimg.com/media/ELHUaM_VUAA2-ry.jpghttps://pbs.twimg.com/media/ELHUa1iUwAArGhx.jpg,,https://twitter.com/reyanneeee/status/1202976145139888128
s h y n,EulanthCrprl,MISS MILLENNIAL FASHIONISTA 2019 1ST RUNNER UP VERY UNEXPECTED pic.twitter.com/9myZCOSk7c,4,6,53,https://pbs.twimg.com/media/ELHKVt1UwAIo8y4.jpghttps://pbs.twimg.com/media/ELHKWThU0AEQv7t.jpghttps://pbs.twimg.com/media/ELHKW4vVUAEwLJ-.jpghttps://pbs.twimg.com/media/ELHKXmXUYAIhB65.jpg,,https://twitter.com/EulanthCrprl/status/1202965092603699200
Millennial Politics,MillenPolitics,"There is no bottom. Liars, cheaters, and crooks. The rot runs deep. Watch this video.pic.twitter.com/BHHJiJd4aB",160,903,1.8K,,https://twitter.com/i/videos/1202953603947909126?embed_source=facebook,https://twitter.com/MillenPolitics/status/1202953603947909126
Pony Boy  🐴,PonyboyGA,"Just heard a millennial McDonald's employee say OK Boomer to a patron over their order for coffee.Stop saying this shit, it's not funny and makes you seem like a shit head.It's not a catch all phrase.",15,9,95,,,https://twitter.com/PonyboyGA/status/1202951722425094144
the_millennial,kunal_kaklij,Spotted this rickshaw with a captivating messagepic.twitter.com/KUVPtuaji1,,,5,https://pbs.twimg.com/media/ELGcmP2WwAA3VCu.jpg,,https://twitter.com/kunal_kaklij/status/1202914998886027264
 ⚡️Nicola Scott ⚡️,NicolaScottArt,Been a minute since I last had a new headshot.I don’t think about it until I need one immediately but I’m not of the selfie generation & I never get around it doing anything about it.Thanks to my niece for her millennial expertise!#ThisWillHaveToDopic.twitter.com/YWBSZkBBii,70,19,1.0K,https://pbs.twimg.com/media/ELFfcd8UEAElSf8.jpg,,https://twitter.com/NicolaScottArt/status/1202847525754945536
Vegas 🇨🇦,Conchvegas1,Portlandia is a Gen Xer's millennial wet dream.,4,8,17,,,https://twitter.com/Conchvegas1/status/1202841579767025666
Minthyuk  ✨ JUJU DAY!!  🎉,stk_mxd6,if you were born before 1996 you are a millennialif you were born after 2005 you are gen zif you were born in between then you are a MONSTA X STAN I'm sorry I dont make the rules,62,654,1.9K,,,https://twitter.com/stk_mxd6/status/1202789283729330177
Millennial med,Millennial__MD,Sure sex is good but has a patient ever complimented you in front of your attending,20,141,1.5K,,,https://twitter.com/Millennial__MD/status/1202785821536989184
Millennial Mangkukulam,agasramirez,"Amidst allegations & inconsistencies in Barbie Inocencio's death, 2 interesting insights in Facebook comments: (1) people still seem to believe in due process but do not mention the Commission on Human Rights. They instead (2) believe Tulfo can solve this case. #JusticeForBarbiepic.twitter.com/9UYPVq1hpl",,6,17,https://pbs.twimg.com/media/ELEK4ftUEAAZap3.pnghttps://pbs.twimg.com/media/ELEK4fwU0AEQZV5.png,,https://twitter.com/agasramirez/status/1202754551956140033
Lena Solow,lenaruthsolow,who’s going to write about the millennial advertising aesthetic of the NBC anti union Instagram account like bro are you trying to sell me a mattress or convince me to vote against my interests! pic.twitter.com/uZhj9Byq07,61,415,3.7K,https://pbs.twimg.com/media/ELDqwtsWwAAuEIc.jpg,,https://twitter.com/lenaruthsolow/status/1202719231613317120
Millennial Doctor at your service yes,MillennialMD,Petition to have Emma Stone name her son as Jack.,3,137,1.1K,,,https://twitter.com/MillennialMD/status/1202941846701297664
No(w) Chill Millennial  ✨ 🙃 ✊,darnitJC,What’s something you say during a ML game that you can also say during sex? pic.twitter.com/DxfhynisI9,147,27,1.1K,https://pbs.twimg.com/media/ELF3-xgUUAA9ZYY.jpghttps://pbs.twimg.com/media/ELF3_aZVAAA-mKZ.jpg,,https://twitter.com/darnitJC/status/1202874515862114304
"Marcella deJong, P.Eng.",Marcella_deJong,When you are menu planning for your millennial kid’s get together... pic.twitter.com/VNRvbsIHtm,1,,3,https://pbs.twimg.com/media/ELE2CMxUEAEFZ3f.jpg,,https://twitter.com/Marcella_deJong/status/1202802040344211456
Millennial Mom Probs,MilliMomProbs,So this happened tonight. #millennialmomprobspic.twitter.com/apeYbDZWpT,,,,,https://twitter.com/i/videos/1202782181015334912?embed_source=facebook,https://twitter.com/MilliMomProbs/status/1202782181015334912
Pinay Millennial Heroine,PinayMillenial,Her sense and sensibility. CTO & CMPpic.twitter.com/epqEdYXYJf,1,17,38,https://pbs.twimg.com/media/ELDmOQvWwAAWUVW.jpg,,https://twitter.com/PinayMillenial/status/1202714238416019457
The Berean Millennial,thebereanmillen,When in Trump Tower! #WomenForTrumppic.twitter.com/5u4CzYg1vC,2,3,12,https://pbs.twimg.com/media/ELDa23tXsAALMlD.jpg,,https://twitter.com/thebereanmillen/status/1202701767978471429
Rude Astrology,Rude_Astrology,JUST IN: Millennial Cancels Themselves For Having Feelings.,22,577,2.5K,,,https://twitter.com/Rude_Astrology/status/1202651384656605186
Andy Ngo,MrAndyNgo,.@TPostMillennial has learned that a Twitter account engaging in targeted harassment of TPM Editor-at-large Andy Ngo for months belongs to a prominent Twitter employee.https://www.thepostmillennial.com/twitter-bias-twitter-employee-tweets-harassment-at-andy-ngo/ …,564,4.7K,8.2K,,,https://twitter.com/MrAndyNgo/status/1202631815816765440
Dr. Liz Fabrrrrr it’s cold  ☃️,LizWFab,"I, a 34-year-old Millennial, just read a job posting that requires the ability to teach to “millennial and adult learning styles.” Ok, boomer. #AcademicTwitter",7,6,81,,,https://twitter.com/LizWFab/status/1202624477571551233
Brass Loving Brunette,TrueBLB,RCMP finds Alberta wildfires started by arson -  Wait! What?  It wasn’t climate change?  Imagine that  #climatechange #climatescam #tax #canada #alberta #leftwinghttps://www.thepostmillennial.com/rcmp-finds-alberta-wildfires-started-by-arson/ …,83,559,1.0K,,,https://twitter.com/TrueBLB/status/1202598712150757376
millennial mess,_millenial_mess,"It would seem that I was, in fact, defined by one sound #SpotifyWrappedpic.twitter.com/PIl8CxnTJ9",2,1,52,https://pbs.twimg.com/media/ELAZZZvU4AAkXCt.jpg,,https://twitter.com/_millenial_mess/status/1202489029557534723
mommy e-thot,sourbeerbabe,Writing a thesis on the coded language of tinder bios like how millennial men say they’re “old fashioned” to mean misogynist and racist,11,54,674,,,https://twitter.com/sourbeerbabe/status/1202480676601122818
stinkbug,mc_hiatt,Millennial culture is just an endless cycle of us saying “you don’t need to apologize!!!” to each other,,13,58,,,https://twitter.com/mc_hiatt/status/1202458962668310529
 👨‍🌾The Perennial Millennial  🧢 🥾,JacobMarty13,"Guaranteed income that isn't tied to work is the ultimate worker's right and bargaining chip. It gives a literal safety net to strike, bargain, quit, move, start a new venture, etc.",3,55,145,,,https://twitter.com/JacobMarty13/status/1202437803558260736
无名Ⓥ,namelessvegan,Vegan macaroni and cheese. This is soooo goodpic.twitter.com/u857BmBfeO,,,2,https://pbs.twimg.com/media/EK-yGcaWoAY-hYc.jpg,,https://twitter.com/namelessvegan/status/1202375494282469377
Millennial Fama,MFr92086230,Rough day on the farm. The help got the tractor stuck. I already had plans to film the family picking out a Christmas tree. I lost 15 minutes of prime lighting just to drop the help off a tow rope. These are the struggles we farmeres face#thankafarmer,,5,60,,,https://twitter.com/MFr92086230/status/1202356660150378496
"Millennial Marketing, LLC",omniron,How to Run A Content Audit in 2019 http://dlvr.it/RKgknz pic.twitter.com/PCxcXadJ27,,,,https://pbs.twimg.com/media/EK-I4CrU4AAMhua.jpg,,https://twitter.com/omniron/status/1202330123543801856
Millennial Curmudgeon,Poli_Scivant,YOU CAN'T HANDLE THE CHONK!pic.twitter.com/PdvDPurQ9w,1,,1,https://pbs.twimg.com/media/EK9qx0SVUAIbsuW.jpghttps://pbs.twimg.com/media/EK9qzI6UwAAAMFQ.jpg,,https://twitter.com/Poli_Scivant/status/1202297063804784640
Millennial Mind Sync,MMindSync,Who is looking for their first sync placement in 2020?Drop links to your music that you feel would work well in a television or film project.,76,7,52,,,https://twitter.com/MMindSync/status/1202284564921700353
Donald Trump Jr.,DonaldJTrumpJr,"“I’m now back on Twitter, but only because I was forced to accept that on this platform, a journalist will be punished for telling the truth.”Andy Ngo responds: Twitter punishes you for telling the truth - The Post Millennial https://www.thepostmillennial.com/andy-ngo-responds-twitter-punishes-you-for-telling-the-truth/ …",613,7.8K,18K,,,https://twitter.com/DonaldJTrumpJr/status/1202210188855586816
Maddi | RenewAWAE,WixMad,"The #renewannewithane movement really encapsulates the energy of the upcoming generation. Like you guys see something beautiful and worthy and you FUCKIN FIGHT. I love you guys. Sincerely, a proud millennial parent.",,96,145,,,https://twitter.com/WixMad/status/1202084042260303872
"Nick Sawyer, MD, MBA",NickSawyerMD,"The staggering millennial wealth deficit, in one chart. The divide widens with each generation, data show, the byproduct of wage stagnation and income inequality. https://www.washingtonpost.com/business/2019/12/03/precariousness-modern-young-adulthood-one-chart/#click=https://t.co/t0G0CeSMNa …pic.twitter.com/jhlAZqZNjn",13,79,106,https://pbs.twimg.com/media/EK6harIUwAATlnR.jpg,,https://twitter.com/NickSawyerMD/status/1202075637369860097
holly,girlziplocked,CLUELESS MILLENNIAL: wait how expensive is elderly careHOLLY: how expensive is childcareMILLENNIAL: too expensiveHOLLY: it's more expensive,14,45,471,,,https://twitter.com/girlziplocked/status/1202069492282597376
holly,girlziplocked,"CLUELESS MIDDLE-CLASS MILLENNIAL: well I guess I'll just inherit their house which isn't so badHOLLY: maybe, or maybe your healthy, active Boomer mom is going to live to be 99 and you'll have to liquidate the house to pay for her long-term care and it still won't be enough...",16,93,631,,,https://twitter.com/girlziplocked/status/1202067363337789440
Marcmywords,Marcmywords2,"For a Millennial, your observations are very astute... and that's not easy for someone who's pieced together history from The Simpsons & South Park.",2,41,78,,,https://twitter.com/Marcmywords2/status/1202037526699106304
Lloyd Legalist,LloydLegalist,"Oh look, Honey...it’s a Millennial Manger scene. pic.twitter.com/w3S6shSXE5",8,61,263,https://pbs.twimg.com/media/EK5LU87W4AsQe2w.jpg,,https://twitter.com/LloydLegalist/status/1201980981328203776
Thomas Taylo,thomasataylo,"What Star Wars f*g wrote this millennial bullshit? I swear, buzzfeed tries SO desperately to be actual “journalists” it’s painful. pic.twitter.com/uoxcwUlDd6",,,3,https://pbs.twimg.com/media/EK5Ky3pUEAAnvFJ.jpg,,https://twitter.com/thomasataylo/status/1201980396151271425
Broke Millennial ®,BrokeMillennial,"Peach and I will be done paying off his student loans by January 16, 2020. But, I now want to go back on my own advice and drain some of our emergency savings fund just to move up the timeline to be done this month.Just another reminder that money = emotional and rarely rational",18,9,237,,,https://twitter.com/BrokeMillennial/status/1201963076251267073
Eric Weinstein,EricRWeinstein,"My following is mostly millennial. I have a lot of contact w/ them.As a result I know something I wouldn’t know otherwise: many, if not all, of them don’t relate to what we call being millennial. They want to be full adults & are not finding paths to becoming full stakeholders.",124,210,1.7K,,,https://twitter.com/EricRWeinstein/status/1201922330353528837
Michael Verdi,manwitheyebrows,A snow flake is a millennial who cancels plans because of the weather,3,8,99,,,https://twitter.com/manwitheyebrows/status/1201885566389956608
Millennial Doctor at your service yes,MillennialMD,16 years old me: i want to become a neurosurgeon someday :)med school: are you in the right headspace to receive information that could possibly hurt you?,2,322,2.5K,,,https://twitter.com/MillennialMD/status/1201870099419975680
��𝐡𝐞 𝐬𝐮𝐠𝐚𝐫 𝐩𝐥𝐮𝐦 𝐟𝐚𝐢𝐫𝐲,parisianbisous,"𝐜𝐡𝐫𝐢𝐬𝐭𝐦𝐚𝐬 𝐦𝐨𝐨𝐝: millennial pink, tchaikovsky on vinyl, pearl earrings, silk blouses",,6,25,,,https://twitter.com/parisianbisous/status/1201869715272032263
 🖇️ 𝒋𝒆𝒎,SUNBAERI,"DEAD KIDS by MIKHAIL RED10/10. a must watch.- shows how unjust and corrupt our justice system + the society can be- witty; tackles millennial angst and modern day relevance- the red bros doesn't know how to disappoint- not your typical filo movie but this, grabe I STAN++ pic.twitter.com/1LUlYpdjjE",1,164,393,https://pbs.twimg.com/media/EK3Mb-nVAAERYrN.jpg,,https://twitter.com/SUNBAERI/status/1201841460150075392
African Millennial,tomiwale_,"Good morning Uncle @segalink, thank you for all you are!A hard working lady was coming from work yesterday. She got stabbed and robbed. She was helped to an hospital (I'm trying to get the name) and the hospital said she can't be treated without a police report.She's late.",75,652,418,,,https://twitter.com/tomiwale_/status/1201786233057423360
Andy Ngo,MrAndyNgo,"I’m now back on Twitter, but only because I was forced to accept that on this platform, a journalist will be punished for telling the truth.https://www.thepostmillennial.com/andy-ngo-responds-twitter-punishes-you-for-telling-the-truth/ …",1.7K,14K,35K,,,https://twitter.com/MrAndyNgo/status/1201735726552846336
stanCHER,ExMachina1196,#Watchmen Millennial Nationalists explained in a nutshell pic.twitter.com/yzb3PSAjGx,,4,12,https://pbs.twimg.com/media/EK1awH4WsAEecfC.jpg,,https://twitter.com/ExMachina1196/status/1201716487788072960
Unsovereign Protector #SAVELODGE49,notthetruelodge,"#JoinLodge49 because it's the show with the most heart out there. I'm a ""millennial"" former 911 operator who moshes at hardcore concerts, reads Marvel comics and generally finds anything not explosion based boring. NEVER jumped on a campaign to save anything ever except this!!! pic.twitter.com/2kgiGBskfr",3,8,46,https://pbs.twimg.com/media/EKw7Bk9UwAApTIg.jpg,,https://twitter.com/notthetruelodge/status/1201664596064505856
Mr. Christopher,iamalmostlegend,"Question for the GenX’ers of Twitter:A couple of decades from now, a Millennial responds to you with, “Ok Xer.”What do you say back to them?",64,6,57,,,https://twitter.com/iamalmostlegend/status/1201635435966894080
UberFacts,UberFacts,"The average millennial has already worked as many jobs as most people in their 50s have throughout their entire career, according to a 2019 UK study.",39,714,3.8K,,,https://twitter.com/UberFacts/status/1201626346495066112
Amber Athey,amber_athey,Can someone please tell millennial men that watching The Office is not a substitute for a personality,456,423,4.8K,,,https://twitter.com/amber_athey/status/1201577469624619015
Kaedyn,cybxrghxst,Support all witches!(Credit: Millennial Incantations on Facebook) pic.twitter.com/CiOFp6lvQ3,7,45,120,https://pbs.twimg.com/media/EKy7Mo0X0AAHsyr.jpghttps://pbs.twimg.com/media/EKy7MozWkAAQjdX.jpghttps://pbs.twimg.com/media/EKy7Mo4XkAIfT9T.jpghttps://pbs.twimg.com/media/EKy7Mo2X0AYSN0D.jpg,,https://twitter.com/cybxrghxst/status/1201541042127933442
Worst Cass Scenario,WorstCassie,Millennial is too broad a term. The real question is did you grow up with or without google? I'm a pregoogler.,139,143,914,,,https://twitter.com/WorstCassie/status/1201526446453411841
millennial twerp,Cinomari_,"heres a fish, thanks for the dream bubblespic.twitter.com/qwVm6rf3mU",,,5,https://pbs.twimg.com/media/EKyax9yWoAEAyMu.jpg,,https://twitter.com/Cinomari_/status/1201505392418840578
African Millennial,tomiwale_,"This is the name of the hospital: R. Jolad. Their address is: New garage, 1 Akindele Rd, Gbagada 100242, Lagos.Please help @segalink",18,154,107,,,https://twitter.com/tomiwale_/status/1201804533225152512
Abrasive Soup,Tiger_Girl1214,-_-Now this is just stupid...I'm younger than you and I make a better point that you miss MILLENNIAL. pic.twitter.com/kY3SSmAJxD,,,1,https://pbs.twimg.com/media/EK2G_QwVAAA84kz.jpg,,https://twitter.com/Tiger_Girl1214/status/1201765106213781506
Alexia Bonatsos,alexia,Aesop handsoap is the Millennial substitute for home ownership.,29,67,871,,,https://twitter.com/alexia/status/1201717443980189696
The Economist,TheEconomist,What would millennial socialists do with power? https://econ.st/34w5loP ,116,89,203,,,https://twitter.com/TheEconomist/status/1201675808332488705
Millennial Curmudgeon,Poli_Scivant,Going to tell my kids this was Cornpop:pic.twitter.com/krJAuogpGt,1,1,3,https://pbs.twimg.com/media/EKzpD_WXUAIigUz.jpg,,https://twitter.com/Poli_Scivant/status/1201591460145053698
 🎄Merry Christmas Hoes 🎄,CocoAmorosa,Lookie boopie.Cookie Run hristmas edits.pic.twitter.com/g0TuCQpFHg,3,8,45,https://pbs.twimg.com/media/EKzUea2XsAED2uW.jpghttps://pbs.twimg.com/media/EKzUe-PW4AAg1Cz.jpghttps://pbs.twimg.com/media/EKzUfYlXYAAgn6V.jpghttps://pbs.twimg.com/media/EKzUf1VXkAECXJI.jpg,,https://twitter.com/CocoAmorosa/status/1201568854159364096
eve peyser,evepeyser,the reason millennial women aren't having as many babies as past generations is bc we're waiting for technology that will allow us to birth baby yodas,4,28,289,,,https://twitter.com/evepeyser/status/1201558249641795584
Lachrista Greco  🔮,lachristagreco,"""Life is short. Buy shit with money you don't have."" - a Millennial proverb",,14,25,,,https://twitter.com/lachristagreco/status/1201539064035467266
Alison Fensterstock  🐺 ♒️,AlisonF_NOLA,"Sometimes young people ask me, Alison, you’re a Gen X/Millennial cusper and thus elderly and wise, what is a hard-won lesson you’ve finally learned? And I say: space the cookies further apart on the baking sheet than you think they should be",9,6,121,,,https://twitter.com/AlisonF_NOLA/status/1201339167990591488
Proudly Chaotic Patriot,ProudlyChaotic,"Hey MAGA, I found this gem while vetting followers. This is old but funny as hell. “MILLENNIAL NIGHT” https://twitter.com/FoxNews/status/1020545155311562753 …",10,121,173,,,https://twitter.com/ProudlyChaotic/status/1201303812964700162
 ✨ 🛸riley 🛸 ✨,mrjustinseagull,"the unique existential dread you get as a millennial on a sunday night reconciling with the fact that you have to go back to work in the morning, and also for the rest of your life pic.twitter.com/abI0FvrX7D",1,36,99,https://twitter.com/79503f04-9f00-4483-b0d8-979cc342ead0,https://twitter.com/i/videos/1201292921032470528?embed_source=facebook,https://twitter.com/mrjustinseagull/status/1201292921032470528
Mom Moments ✨,momentsasmama,Why is going FB officially in a relationship scary AF?  Literally everyone knows I’m in a relationship but there’s something concrete about putting it in status format. #Millennial,7,2,259,,,https://twitter.com/momentsasmama/status/1201292043970060289
Bette Davis  👀 🍬,BetteDavisI,"Good job Joe Biden, now every millennial is wondering what no “malarkey” means? Way to reach the young voters, you fucking idiot",19,49,180,,,https://twitter.com/BetteDavisI/status/1201284534081347585
holly,girlziplocked,"Mom had to turn off A Knight Before Christmas because while she could accept the premise of a knight visiting 2019 from the 14th century, she couldn't accept a millennial school teacher who earns enough to drive a new model SUV and offer this stranger a room in her guest house.",6,43,290,,,https://twitter.com/girlziplocked/status/1201269766520016896
Cory Morningstar,elleprovocateur,"Gore tells millennial clients that sustainability is “biggest investment opportunity in history” Sustainability was the core theme of the 3-day event, organised in partnership with Stanford, which introduces millennials to venture capitalists, etc.https://www.marketwatch.com/story/a-climate-change-fix-is-the-biggest-investment-opportunity-in-history-al-gore-to-millennials-2019-11-22 …",7,44,56,,,https://twitter.com/elleprovocateur/status/1201266148270100483
 🦈neyan 🦈,nyaneyan,kenma really is living the millennial/zoomer dream of being an introvert who makes a lot of money without leaving his own cabin in the woods while also giving all his money to his friends that live on the other side of the world,,144,372,,,https://twitter.com/nyaneyan/status/1201235469092175872
The Economist,TheEconomist,"A wave of new books shows what millennial socialists really want, and how they plan to get it https://econ.st/2rCWWkI ",29,38,95,,,https://twitter.com/TheEconomist/status/1201221944160313345
tr’qmuł isql’skwist  ❄️ 👣,BadSalishHeart,Millennial realness against Boomer fakery https://twitter.com/ChicksInTheOff/status/1199761709923209217 …,2,20,166,,,https://twitter.com/BadSalishHeart/status/1201212733733011456
Hesapmsn,hesapmsn7070,Mom you're actually a millennial not boomer. pic.twitter.com/xzbiD5DGnq,,,1,https://pbs.twimg.com/media/EKytCMQXUAIwSUP.jpg,,https://twitter.com/hesapmsn7070/status/1201525465628004353
Coolkid KE,Agesa254,Me right nowpic.twitter.com/S47N9uCKPD,,,1,,https://twitter.com/i/videos/1201520972525907968?embed_source=facebook,https://twitter.com/Agesa254/status/1201520972525907968
Mary Numair,MaryNumair,Idk maybe I’m showing my old millennial age but “cyber Monday” will always sound like a sex thing to me,5,8,104,,,https://twitter.com/MaryNumair/status/1201342929253666817
marge  🍂 Vote Labour!!,mags_mclaugh,Gen x/millennial cusps are the greatest driver of the CBD industry,8,2,82,,,https://twitter.com/mags_mclaugh/status/1201322550028066823
David Reaboi,davereaboi,2019: The year social justice came for hockey - The Post Millennial https://www.thepostmillennial.com/2019-the-year-social-justice-came-for-hockey/ …,1,14,27,,,https://twitter.com/davereaboi/status/1201310167754772481
ariadne vromen,ariadne_syd,Great paper looking at how UK media are constructing millennial politics in the era of snowflakes discourse & ‘avocado anxiety’ - from fragility to privilege #smashedavo #joys2019pic.twitter.com/CCt1DxYbl0,,2,21,https://pbs.twimg.com/media/EKvkqvSUcAAqxGW.jpghttps://pbs.twimg.com/media/EKvkqvXUYAAnQwh.jpg,,https://twitter.com/ariadne_syd/status/1201305168890880001
Strathcona Slut,SlutStrathcona,Millennial/boomer discourse is USELESS. You know whos a millennial? Mark Zuckerberg. That dude is NOT on our side.,2,2,49,,,https://twitter.com/SlutStrathcona/status/1201304288414199808
Melinda Howard,MelindaHoward4,All this snow...I feel like we’re in the Millennial Falcon! pic.twitter.com/CACrLxmu0F,9,2,55,https://pbs.twimg.com/media/EKvjjA6WkAA27R2.jpg,,https://twitter.com/MelindaHoward4/status/1201303925632225280
Y. Marie Carter,YMarieCarter,"Let me repeat this for all the moderate candidates trying to court the white working class vote. The last Democrat to win a majority of this demographic was LBJ. If the Democratic nominee cannot appeal to a broad coalition of black, brown, and millennial voters, we will lose.",3,12,24,,,https://twitter.com/YMarieCarter/status/1201303458969739264
TVLine.com,TVLine,#GhostingTheSpiritOfChristmas Stars Preview @FreeformTV Holiday Movie's Millennial Twist — Watch Exclusive Video https://tvline.com/2019/12/01/ghosting-the-spirit-of-christmas-freeform-movie-aisha-dee-kendrick-sampson-video/ …pic.twitter.com/6UEn85bieh,,12,22,https://pbs.twimg.com/media/EKvX4E5XkAA2Au6.jpg,,https://twitter.com/TVLine/status/1201291090806165505
