Name,ID,Content,Comments,Retweet,Likes,ImageURL,VideoURL,TweetURL
Forbes,Forbes,"Generation Z is the fastest to hang up while on hold, research indicates. This same research found that Gen Z is more likely to hang up if the phone is not answered within 45 seconds http://on.forbes.com/60171M5ev pic.twitter.com/2C4mlmgX4q",11,21,60,https://pbs.twimg.com/media/EJLarU7WoAEk4T3.jpg,,https://twitter.com/Forbes/status/1194257290540568576
Chavie Lieber,ChavieLieber,"Gen Z loves Depop. But as the startup has grown, so have complaints about predators. For the last few months I’ve been interviewing users— many of whom are teens— who say they’re being harassed for nudes, personal info, and more. Here’s my latest for @BoF.https://www.businessoffashion.com/articles/fashion-tech/depop-sexual-harassment-internet-safety …",,16,70,,,https://twitter.com/ChavieLieber/status/1194244115187347456
la ale-marie  🎄,elcielodeabril,"This is precisely why Gen Z coined “Ok boomer” and, honestly, I can’t wait for Gen Alpha to start contributing to the pot. https://twitter.com/Thanosfngersnap/status/1160705671505076225 …",2,85,209,,,https://twitter.com/elcielodeabril/status/1194238689188159488
Bert Weiss,BertShowBert,"I like this idea of @instagram not showing likes anymore publicly. The social currency of ""a like"" for teens is so valuable that anything we can do alleviate some of that pressure will benefit mental health issues for gen z.",2,3,78,,,https://twitter.com/BertShowBert/status/1194237366858395650
Asrul Muzaffar 🇲🇾,asrulmm,"Difference between Baby Boomers, Gen X, Millennials and Gen Z.For the record, I’m Gen X pic.twitter.com/BzODuRmLrC",61,6.2K,4.9K,https://pbs.twimg.com/media/EJKtIxrUEAARmTS.jpghttps://pbs.twimg.com/media/EJKtIxtVUAADpiq.jpghttps://pbs.twimg.com/media/EJKtIxvUwAELUqY.jpghttps://pbs.twimg.com/media/EJKtIxrVAAUbn2u.jpg,,https://twitter.com/asrulmm/status/1194207225062932480
Bussy420,NotBussy420,gen z has no idea what it was like to go through puberty while the black eyed peas were simultaneously releasing “My Humps” on an unsuspecting population,2,15,136,,,https://twitter.com/NotBussy420/status/1194178929180852224
 ❄️Sasquatch Cowbell ❄️,sacha_coward,Trans people don't existQueer people need to chill outPeople of colour need to calm downMillennials are selfishGen Z are babiesClimate change isn't realOk Terf/Cishet/Wasp/Boomer...WHAT DID YOU CALL US?! DID YOU HEAR WHAT THEY SAID?! CAN YOU BELIEVE THE INJUSTICE?!,9,12,149,,,https://twitter.com/sacha_coward/status/1194170701361635329
CNN,CNN,"Abigail Disney said Gen Z's resentment toward Baby Boomers is ""understandable,"" and older people are becoming ""less relevant every day."" https://cnn.it/2p5DwEi ",74,84,425,,,https://twitter.com/CNN/status/1194164215566737409
Charlotte Leyshon,clleyshon,"I have thoroughly enjoyed this read! It’s so true! It’s ok Boomers, Millennials & Gen Z .... hold our beers Gen X have got this ... https://www.independent.co.uk/life-style/health-and-families/millenials-generation-x-baby-boomers-a7570326.html …",2,4,21,,,https://twitter.com/clleyshon/status/1194162745169592320
Steadman™,AsteadWesley,the gen z journos have an instict to care about historically marginalized communities and rethink power dynamics and it is playing out in a raw and uninformed way. hardly seems like the end of the world but then again the only club i joined in undergrad was ultimate frisbee,5,70,912,,,https://twitter.com/AsteadWesley/status/1194139606830272512
TurkChewsPopsicles,TheTurkeyLips,"Why do we nurture bad decisions mentally / physically and tout it as self love? And why do people spare feelings for the sake of allowing someone to think they’re “being themselves” Gen Z and millennials are fostering a generation of actual weirdos, tf is happening",2,1,33,,,https://twitter.com/TheTurkeyLips/status/1194130251942678528
emma,Em_Bers,the common experience that links the weird group that's too young to be a millenial and too old to be gen z is watching over the hedge at the orthodontist,1,6,57,,,https://twitter.com/Em_Bers/status/1194119744007204865
kenzie  🦋,kenzd15,“are you a millennial or gen z?” “i’m a gemini”,,4,22,,,https://twitter.com/kenzd15/status/1194116205335863296
michael vincent,mvddm,Even the baby?? Gen Z is ruthless https://twitter.com/TexHectorr/status/1194093248085708801 …,1,1,66,,,https://twitter.com/mvddm/status/1194101067941851136
Dave Jorgenson  🎄,davejorgenson,"In conclusion, don’t sleep on Gen Z pic.twitter.com/dh4kctVVA9",30,1.1K,9.7K,,https://twitter.com/i/videos/1194097530461728768?embed_source=facebook,https://twitter.com/davejorgenson/status/1194097530461728768
Wyatt,SayWhenLA,Gen Z is taking over the conservative movement in 2020 and we’re going to begin fixing the infiltrating republican disaster you people have caused.,59,279,1.0K,,,https://twitter.com/SayWhenLA/status/1194080437515292672
Cassius of the Seven Seas,CRUELCASSIUS,Being Gen Z means you grew up thinking you were a millennial bc we didn’t unanimously agree on a name for us until like 2015,1,10,74,,,https://twitter.com/CRUELCASSIUS/status/1194060847607402496
Arlen Parsa,arlenparsa,Here's an eye-popping stat from @PRRIpoll: Baby Boomers make up just 30% of the US population but comprise 54% of Congressmen & women Millennials &amp; Gen Z make up 36% of the US population but comprise just ***6%*** of the House of Representativeshttps://www.prri.org/spotlight/ok-boomer-and-the-viral-meme-that-highlighted-a-generational-culture-war/ …,4,7,24,,,https://twitter.com/arlenparsa/status/1194020557618065408
Arlen Parsa,arlenparsa,Percent who say they are certain to vote in 2020:Millennials & Gen Z: 55%Boomers: 87% https://twitter.com/Real_Ian_Huff/status/1194005714655731713 …,8,22,41,,,https://twitter.com/arlenparsa/status/1194019713384407048
H,heavybagofbones,y’all wanna make fun of gen z tik tok kids when we were the generation that started shit like this pic.twitter.com/Bnq7ZylOah,1,21,119,https://pbs.twimg.com/media/EJH4e1wWsAAdqZZ.jpg,,https://twitter.com/heavybagofbones/status/1194008588970332161
Ryan,Ryan_OD3,"If the feminist and Incels just hooked up, a lot of Gen Z’s problems would be solved",,8,8,,,https://twitter.com/Ryan_OD3/status/1194007591204065280
 ❄️bootleg majira 🏳️‍🌈 🇬🇧,TreacyWolf,Boomers: Gen z are snowflakesGen z: Ok BoomerBoomers: pic.twitter.com/cHF4m9pvjI,9,67,263,https://twitter.com/feff8a72-8c0e-43a9-b23a-0cbe55044adb,https://twitter.com/i/videos/1193999485841657856?embed_source=facebook,https://twitter.com/TreacyWolf/status/1193999485841657856
Kristallina is jolly baby kitty girl!  🛡️ 🌸,KristalTepig,Boomer: how come I can't get in this website?Gen Z: clear your cacheBoomer: Gen Z:Boomer: I am not paying you,,2,27,,,https://twitter.com/KristalTepig/status/1193996500898058245
Jasmyn,JasmynBeKnowing,I know Gen Z can’t fight! I know that much.,6,18,76,,,https://twitter.com/JasmynBeKnowing/status/1193995000134033408
Krispy Scream,mitchysuch,Gen Z d-day https://twitter.com/Millerheighife/status/1193971403613040642 …,,19,262,,,https://twitter.com/mitchysuch/status/1193982385764945922
shmandi,andipetersenn,Loving my generation and gen z using “ok boomer” in a derogatory way like why didn’t we do this sooner??? I love u guys,,12,93,,,https://twitter.com/andipetersenn/status/1193976826768449536
George H. Allen III,georgehallen3,Gen Z = realistic. 75% say there are ways of getting a good education other than going to college. So how do we communicate with and recruit Gen Z? Ask them. Tell them the truth. Include them. #AMAHigherEd,,2,8,,,https://twitter.com/georgehallen3/status/1193971601865203712
Matt Gerrish,Matt_Gerrish,"Gen Z and Millenials are NOT the same, even if they are both digital natives. Millennials gave us 12 seconds of their time. We only get 8 seconds with Gen Z attention spans. #AMAHigherEd",1,3,7,,,https://twitter.com/Matt_Gerrish/status/1193961489129848832
"Doc Wolverine, putting out more halloween decore",Doc_Wolverine,"Gen X, Millennials, Gen Z: ""Ok Boomer""Boomer: ""Why would you say that? We've done everything for you ever.  You ungrateful little shits.  This is war. This is ageism.  This is the END of generational co-operation, and the start of a generational war!"" Gen X,Y,Z: ""ok boomer""",6,42,236,,,https://twitter.com/Doc_Wolverine/status/1193954291079401476
Ezz 🤘🏾,Nipsstagram,For all of you Gen Z kids that are confused about “coke bottle green” pic.twitter.com/lxMd2INYiT,10,27,322,https://pbs.twimg.com/media/EJG4b7jWwAIv9rt.jpg,,https://twitter.com/Nipsstagram/status/1193938170724986880
jorT,jortday26,"My mom: grandpa calledMe, gen z: pic.twitter.com/QAGmVq87Qu",2,7,105,https://pbs.twimg.com/media/EJGyLtmU8AAT__2.jpg,,https://twitter.com/jortday26/status/1193931295224582144
Imre Jele,imrejele,I recently noticed that some people are misunderstanding / misusing these terms so here's a PSA:Boomers were born between 1944-64Gen X: 1965-79Gen Y / Millennials: 1980-94Gen Z: 1995-2015That's all they mean.,9,12,38,,,https://twitter.com/imrejele/status/1193929338904817664
"Rachel ""The Doc"" Bitecofer  📈 🔭",RachelBitecofer,"This is why, despite my membership on #TeamDOOM I remain hopeful that milllennial and Gen Z Republicans, these amazing young people I mentor and teach, are going to take charge of this party IF Trump can be toppled in 2020. To them, I remind them the ballot is still secret. To",5,7,76,,,https://twitter.com/RachelBitecofer/status/1193920303757430790
Daniel  ⚡️,danielrakh,drake getting booed off stage by gen z kids is a significant cultural moment.,4,8,98,,,https://twitter.com/danielrakh/status/1193910743093186560
overcoming gab,gabrielamadej,gen z  millennials being doomed and pitying each other for itgen x: hey what about me. i've faced many of your problems too. remember Fight Club? we were already on that vibe. is anybody listening? fuck it. guess i'll overdose on heroin alone in an abandoned shed somewhere,4,38,404,,,https://twitter.com/gabrielamadej/status/1193902561692135427
shelly,rachelley778,The difference between older Gen Z and younger Gen Z is that older Gen Z wants a nice job and would like to maybe do YouTube on the side; younger Gen Z thinks YouTube would be a nice job #genz #zoomers,,,2,,,https://twitter.com/rachelley778/status/1193893614759424000
CNN,CNN,"Abigail Disney said Gen Z's resentment toward Baby Boomers is ""understandable,"" and older people are becoming ""less relevant every day."" https://cnn.it/34Re4BW ",364,224,1.5K,,,https://twitter.com/CNN/status/1193884340658282496
Pam Keith,PamKeithFL,"Facts: Baby Boomers +6 DemGen X +11 DemMillennial +16 DemGen Z (uncounted but likely) +20 DemGOP=soon to be extinct in a democracy.THIS is why they no longer want democracy.You understand that, you understand EVERYTHING! GOP is simply #UnfitToServe",8,58,237,,,https://twitter.com/PamKeithFL/status/1193880580003381248
Chris Black,donetodeath,Worst Gen Z offense to date - pic.twitter.com/l99bG5k04G,2,15,260,https://pbs.twimg.com/media/EJF712uXsAI9gSt.png,,https://twitter.com/donetodeath/status/1193871544956653568
Nelly Nel,NellyVS_,"Mfs ain’t buy tickets for Ashanti and T-Pain concerts so the shows were canceled, mfs disrespected K Camp & now Drake is getting boo’d off stage?! I feel like we’re in the middle of a millennial / gen z war & the z’ers are on our ass in this first half.",1,19,64,,,https://twitter.com/NellyVS_/status/1193865383784124416
fiel,lonerlust,"i profiled @mimiyuuuh for the cover of preview and learned that whether she's making you laugh on the internet as the refreshing new face of gen z jologs culture or proving herself as a high fashion muse, she's only ever been one thing — herself. https://www.preview.ph/fashion/mimiyuuuh-is-this-generation-s-unexpected-role-model-and-stylish-muse-a1793-20191111-lfrm2 …pic.twitter.com/PD2813woN0",4,25,396,https://pbs.twimg.com/media/EJFw988UcAAPrg8.jpg,,https://twitter.com/lonerlust/status/1193859596768534536
Tifa @ Padoru Padoru  🧡 🦌,ChibiTifa,"Gen Z stop calling millenials boomers challenge. I literally just saw someone called one because they drank an energy drink to stay up working on cosplay. Being a boomer is not a ""mindset"" or defined by actions. They are literally people over 60",15,80,443,,,https://twitter.com/ChibiTifa/status/1193855851766915074
Juwan,juwvnhopkins,I witnessed a whole generation of gen z's boo Drake.... at his first festival Y'ALL STUPID AF! I hope bro never does a festival again,2,29,131,,,https://twitter.com/juwvnhopkins/status/1193792157498265600
⎊ babs ⎊,irondadspidyson,"Ironic how ""ok, boomer"" has little to do with actual boomers anymore... Yet the media thinks gen z is waging war or something? Like sorry to disappoint but we barely get enough sleep as it is, what makes you think we have the time & energy for that??",2,16,81,,,https://twitter.com/irondadspidyson/status/1193781739182673920
Rebecca Thompson,Momof3gngrs,"They owned a home. How many gen xers, millennials and gen z have a home to even save? Let alone the luxury of a stay at home parent. Even her sob story is from a place of privilege. https://twitter.com/ewarren/status/1193550647917985792 …",18,16,103,,,https://twitter.com/Momof3gngrs/status/1193757303406825472
DOGCHRIST the MERRIEST,DOGSTRONGG,so what’s after gen z? gen Ω? the wilders?? children of the wastes??? the bloodfuries????,18,5,65,,,https://twitter.com/DOGSTRONGG/status/1193747849034514437
alyza,trenchcd,i cant imagine a gen z person being president??? or gen z being parents in general?? i just cant imagine us being that responsible djdjkwmw,1,2,9,,,https://twitter.com/trenchcd/status/1193735819686596609
The Libertas Movement,unumlibertas,Gen Z 2020 organizers Amir and Sam met with Democratic socialist congressional candidates @ShahidForChange and @MeetMckayla today in DC!! We have high hopes for the revolutionary movement and will do everything in our power to get great candidates like them in office!! #GenZ2020pic.twitter.com/dj5eg3hPhn,2,7,36,https://pbs.twimg.com/media/EJD6J_OWoAIveNc.jpghttps://pbs.twimg.com/media/EJD6J_QXsAAjQlM.jpg,,https://twitter.com/unumlibertas/status/1193728959080517632
the local bin hamster,pestocat69,"kinda fucked up how popular the sims is w millennials and gen z kids bc it feeds the fantasy of being able to have a home which is often relatively humble anyway, something we've been taught all our lives that we can never ever obtain",6,87,453,,,https://twitter.com/pestocat69/status/1193715105265004544
jorchata,LiveLoveJosiee,Gen Z is about to run the internet  my 11 year old sister made this pic.twitter.com/m0WFGZEveM,1,15,69,,https://twitter.com/i/videos/1193712416560795649?embed_source=facebook,https://twitter.com/LiveLoveJosiee/status/1193712416560795649
Person of Talent™,itsjacksonbbz,"While I still think it's a funny joke... Some good points about the erasure of black & queer boomers here, and how the ok boomer meme might encourage complacency among white and cishet gen z kids / millennials. https://twitter.com/Karnythia/status/1193569638459817984 …",1,8,32,,,https://twitter.com/itsjacksonbbz/status/1193710110633349120
sara,damehasclass,"at least ""ok boomer"" hit the public eye for Gen Z and not the ahegao face",2,4,42,,,https://twitter.com/damehasclass/status/1193703295904292864
anastasia,buckycried,"tony stark: boomer, homophobic, capitaliststevebucky: gen z, gay, socialist, love story of the century https://twitter.com/stvarks/status/1193604421961179136 …",10,55,387,,,https://twitter.com/buckycried/status/1193698704802426885
Ryan Cullen,RealRyanCullen,Gen Z: “hey plz don’t say the R-word or call people f*ggots. Those are offensive slurs”Boomers: “More PC bullsh*t?? You can’t say anything anymore! SNOWFLAKES!! Go cry in your safe space”Gen Z: “Ok Boomer”Boomers: “RACIST!! THAT IS A SLUR! I’M BEING DISCRIMINATED AGAINST!”,,1,10,,,https://twitter.com/RealRyanCullen/status/1193688330132738054
"Kelsei LeAnn, PsyD  ✨",drkelseileann,"Period. I was born in 97. I refuse to claim Gen Z. If I was born 2 months earlier I would’ve been a millennial, imma keep saying I am  https://twitter.com/dareuswhite/status/1193634340468596737 …",9,68,309,,,https://twitter.com/drkelseileann/status/1193663858839367680
Necessary Being,NecessaryBeing,"Gen Z to Millennials: ""Ah, you think meme's are you ally? You merely adopted the meme. I was born in it... Molded by it...""",,7,27,,,https://twitter.com/NecessaryBeing/status/1193658460082069504
Mollie Goodfellow,hansmollman,"5,000 words on how millennials and Gen Z will make sure You Make My Dreams by Hall & Oates will LIVE forever via Vine and TikTok while boomers left Hall & Oates to die",4,7,61,,,https://twitter.com/hansmollman/status/1193657092013469696
Sarah Z,marysuewriter,"the best part about bitter conservatives inventing “ok zoomer” as a response to “ok boomer” is that it follows years of conservatives announcing smugly that gen z was the most conservative generation ever. for “ok zoomer” to work at all, they have to concede that that’s not true",43,373,3.4K,,,https://twitter.com/marysuewriter/status/1193655866559533056
 🌸,baesikhh,people born between 1996-2000 deserve their own mini generation. I feel like we can’t relate to millennials or gen z ppl,11,181,951,,,https://twitter.com/baesikhh/status/1193641511428096000
 ⛄alice ⛄ jinkook & taejin au s  📌,JE0NJIN,boomers: millennials and gen z are so sensitive and such snowflakes millennials and gen z: ok boomerboomers: wait that's so mean. don't be ageist :( https://twitter.com/rrpre/status/1192862490348179456 …,,4,22,,,https://twitter.com/JE0NJIN/status/1193638009385750528
D.,dareuswhite,Confession: I’ve been posing as a millennial but I’m really top of gen Z  I apologize for the confusion. I relate way more to millennials than gen z tho. everything I remember from my childhood aligns with what millennials remember not fuckin gen z.,3,24,74,,,https://twitter.com/dareuswhite/status/1193634340468596737
FUCK TRUMP 𓆟 ia,krbkruinedmylif,my brother (gen z)Facebook is for boomersTwitter is for millenials Instagram is for gen z,5,9,65,,,https://twitter.com/krbkruinedmylif/status/1193608880061853703
Ainsley Morgan,ainsmorgan,Boomer: you millennials have no—Me: gen zBoomer: what?Me: I’m gen zBoomer: no you’re—Me: Im gen Z. I like snorting espresso shots on my way to babysit while listening to old Disney channel throwbacks. millenials are like thirty now. Boomer.,1,1,38,,,https://twitter.com/ainsmorgan/status/1193574371564150792
new soul who dis?,VicipediasArt,It's unfair we can't talk all the time-ok gen zWhy can't we beat each other up and cry to you after?- ok gen z What do you mean u have to pay attention to ace a test - go off gen z,,1,5,,,https://twitter.com/VicipediasArt/status/1193569456963932162
large mozz,bigmarinara,"reminder that if you're about to dismiss Gen Z as being a bunch of kids, the oldest members of that generation are in their twenties now. they're adults. so quit it.",3,7,52,,,https://twitter.com/bigmarinara/status/1193564248980496384
div,jackdylanblaz3r,i cant stand myself for finding the gen z one so funny pic.twitter.com/HVwcVomGJT,1,15,59,,https://twitter.com/i/videos/1193563875704295431?embed_source=facebook,https://twitter.com/jackdylanblaz3r/status/1193563875704295431
jwr: bad idea machine,JackWilliamRtF,where were you when gen z invented a slur so bad it was compared to both the n word and the most racist team name in american sports https://twitter.com/TwoRoaches/status/1193561749062070272 …,6,30,441,,,https://twitter.com/JackWilliamRtF/status/1193562218916466688
Di ꘩,didirsc,"boomers: use the n and the f word, have no respect for public workers, are a**holes in generalmillenials and gen z: can you not please?boomers: _millennials and gen z: okay boomerboomers:pic.twitter.com/U1AnTkytDr",,4,8,,https://twitter.com/i/videos/1193561666644008963?embed_source=facebook,https://twitter.com/didirsc/status/1193561666644008963
Chandler Crump,realCCrump,This is the mentality that our entire generation should be operating off of.Imagine if these so-called Socialist Gen Z’ers got a hold of a billion dollars.Do you think they’d be gung-ho to equally distribute it across their community?Right. https://twitter.com/thecjpearson/status/1193551990892191744 …,19,158,871,,,https://twitter.com/realCCrump/status/1193554721937727490
Dark Mess,DumbMess4,"Reminder: This is the first election cycle where Gen Z will truly be able to vote. Also Reminder: Andrew Yang is the closest candidate who can represent Gen Z the best. How Andrew Yang can win Gen Z vote: Shout Out ""Ok Boomer"" Ecks Dee",,,2,,,https://twitter.com/DumbMess4/status/1193548537478500353
Rhoda Ross-Williams I #DemExit in 2016 🇺🇸 🇺🇸 🇺🇸,RoRonDgo,Millennials and Gen Z are not our enemies.  They are our reflection in the mirror of our own mistakes for trusting big government over education.  They have indoctrinated our youth.  We must inform and reform our youth.,46,261,473,,,https://twitter.com/RoRonDgo/status/1193519962805145601
 💜michael loves alex 💜|| misses the tower gang,whatthewoofdjh,boomer : *have been ageist to younger generations for so many years*millenials and gen z : ok boomerboomer : THATS AGEISM HOW DARE YOU WE TREAT YOU WITH RESPECT AND THIS IS WHAT WE GET??,13,127,672,,,https://twitter.com/whatthewoofdjh/status/1193518505502507009
YASMINE,versacevcid,HOZIER LIKED THIS GEN Z RIGHTS https://twitter.com/Sydonahi/status/1193088439593230336 …,,4,35,,,https://twitter.com/versacevcid/status/1193446467094102016
ms ms,shurishire,NOT @ THE WAY IVE BEEN CRYINF OVER THE GEN Z ONE FOR TWO MINS pic.twitter.com/7cAWCDU7aN,1,42,175,,https://twitter.com/i/videos/1193441348138893312?embed_source=facebook,https://twitter.com/shurishire/status/1193441348138893312
awsten,colorsawsten,boomers: snowflakesgen z: ok boomerboomers: what the FUCK did you just SAY TO ME??? that's IT peace was NEVER an option,3,83,382,,,https://twitter.com/colorsawsten/status/1193423426310098944
mark eck,mark_eckelaert,gen z: *makes “ok boomer” a meme*millennials: *takes it way too seriously*gen z: *make memes about how “ok boomer” is offensive*millennials: *take those way too seriously as well*tbh guys... maybe the boomers were onto something with the whole “snowflake millenial” thing,1,,12,,,https://twitter.com/mark_eckelaert/status/1193414275693469696
��𝗥𝗗𝗔 Ö𝗖𝗔𝗟  🔜 Host #CapcomCup OFFICIAL show!,Arda,"KSI and Logan Paul can fight once a year and script it like pro wrestling if they wanted and people will buy it. Extra mil or so in revenue a year for both of them. Other content creators get in, make a league, Gen Z loves it, boomers complain, circle of life.  #KSIvsLoganPaul2",4,6,51,,,https://twitter.com/Arda/status/1193404327089594368
Michael Marshall Smith,ememess,"Before you type the words ""okay Boomer”, consider whether it might make you sound like a teenager being ageist and puerile. And be aware, your time for having Gen Z dismiss you with an eye-rolling “okay, Millennial” will come soon enough. — Signed, a grumpy Gen X",92,28,419,,,https://twitter.com/ememess/status/1193356353458323457
leaf eating hippie,thewitchydoula,"It’s weird to “””””technically”””” be apart of gen z, but also grew up dirt poor so you relate to how millennials grew up without smartphones, internet, etc",5,8,75,,,https://twitter.com/thewitchydoula/status/1193355191816466433
Erin Walcek Averett,ErinAverett,"My kids just made me take a quiz to determine if I was Gen Z or Boomer. They were SURE I would get Boomer (thanks), but I'm happy to report I got 100% Gen Z.",1,,8,,,https://twitter.com/ErinAverett/status/1193353161886621696
Katalina Lime Mixer  🥵,GoodMorningKat,"Millennials, Gen X and Gen Z have been constantly put down and ridiculed by the Boomer generation and once it’s thrown back at them they’re considering it a hate crime... who’s the snowflake now? https://twitter.com/JournalistEW/status/1192674677736517632 …",1,21,56,,,https://twitter.com/GoodMorningKat/status/1193347880813154305
Julia Fang,colourmoichic,"People who are offended by ""ok boomer"" are the same people who called millennials and gen z snowflakes three years ago, while also at the time referring to themselves...as....boomers...Wait....is that right? *squints at notes*",1,4,52,,,https://twitter.com/colourmoichic/status/1193343346338488320
Gianni Mora,giannimmora,Calling millennials boomers is the vibes my fellow gen z brethren,3,35,229,,,https://twitter.com/giannimmora/status/1193337543854452736
shinobu is my gf,kenngii,im so mad cuz i actually died from the gen z one  pic.twitter.com/u7x6kgWKIc,,11,69,,https://twitter.com/i/videos/1193334448122712064?embed_source=facebook,https://twitter.com/kenngii/status/1193334448122712064
Chad Hominem,PrettyBadLefty,"IMO, the uglier side of the generational politics embodied by the OK Boomer stuff is the belief that Gen Z and teens are going to save us which I think falsely dampens some people's sense of urgency",10,75,781,,,https://twitter.com/PrettyBadLefty/status/1193327659482259457
◎Luigi stan acc◎,AmazingFanta_C,"Boomers: *have been ridiculing millenials and gen Z for years, dooms our planet, and leaves millenials and Gen Z to fix it*Millenials: *call boomers a mean word that's already in their generation title* Boomers: pic.twitter.com/uyd37Qw9Ab",3,45,193,https://pbs.twimg.com/media/EI-ERTtW4AAYBQX.jpg,,https://twitter.com/AmazingFanta_C/status/1193317861265154050
char's omen♡,deluxeomen,Gen Z because we're expected to solve the climate crisispic.twitter.com/cpwaKUv5gb,,9,30,,https://twitter.com/i/videos/1193308766273490945?embed_source=facebook,https://twitter.com/deluxeomen/status/1193308766273490945
Ovi Kabir,TheOviKabir,"*eating ur mum’s cookingboomer: food was great, thank you!gen z: vibe check passed.",1,6,95,,,https://twitter.com/TheOviKabir/status/1193298321403764738
The Laughter Life,LaughLifeAdam,#BoomerAdviceThis whole boomer thing is stupid. Lumping people together and assuming they all think and act alike is stupid. I've met as many stupid boomers as I have millenials or Gen Z folk.,44,19,181,,,https://twitter.com/LaughLifeAdam/status/1193247428528488453
Levi [Alevia],SaltedLevity,"Eden Raiders = Babies  Sigma / Alpha Raiders = Gen Z / Zoomers Delta / Creator Raiders = Millennials Midas / Gordias Raiders = Boomers Coil Raiders = The Lost Generation I’m a boomer, can’t wait for sonic boomer mechanics!",17,25,86,,,https://twitter.com/SaltedLevity/status/1193238957158490113
Trigger Me Elmo,StreetFur,"'Ok Boomer' was started by gen z on tictok. That meme of boomers and millennials fighting while gen x and gen z are chilling is a bad narritive. It's more like this; gen x just along for the ride as a non participant, which is kind of their modus operandi. pic.twitter.com/gasyWOq7sw",1,5,20,https://pbs.twimg.com/media/EI80-V-XUAgR4z4.jpg,,https://twitter.com/StreetFur/status/1193230678151827457
Ben Rubin,benrbn,"While I believe Instagram’s intention to make it the safest place on the internet... I would like to remind everyone that in tests, hiding likes meaningfully increased sharing among teens (posting by gen z) which is a mission critical kpi for the team :-) https://twitter.com/WIRED/status/1192959592285843456 …",2,5,99,,,https://twitter.com/benrbn/status/1193225974160089088
baby yoda,Nablaaahh,Baby boomers: This generation is lazy and stupid. Millenials and gen z:Baby boomer: Everyone in this generation is so sensitive.Millenials and Gen z: Okay boomer.Baby Boomers: HOW DARE YOU!?! THAT IS A SLUR. https://twitter.com/JournalistEW/status/1192674677736517632 …,,3,18,,,https://twitter.com/Nablaaahh/status/1193225278371352576
Emma Paterson,emma_a_paterson,Happy to see Elaine Castillo & Oyinkan Braithwaite here in the @FTLifeArts NextGen special (alongside lots of  Gen Z content for this big Gen Z coat-tailer ) pic.twitter.com/J8pO7v0I06,,,8,https://pbs.twimg.com/media/EI8gV4nXYAEn_ca.jpg,,https://twitter.com/emma_a_paterson/status/1193207994194046976
CinemaWins,CinemaWinner,"I could be wrong and out of touch, but so far I feel like Millenials might be the first generation to not trash the gen that succeeds them, Gen Z. If it's not true, let's fix it. If it is true, let's keep it that way.",37,50,578,,,https://twitter.com/CinemaWinner/status/1193202161037070336
Eric Hayes,mr_hayes,"A4:  Gen Z is not content to be talked at. They want to be involved in their learning. I went to a conference where Ss led most of the workshops. I will never forget one lady, part of the Gen Z, saying, ""Don't talk about us [our education] without us."" #crazyPLN",4,3,20,,,https://twitter.com/mr_hayes/status/1193188968772317184
the cringe queen of the south,cringiestqueen,Boomers: *publically mock and hate on millennials and Gen Z**calls themselves Boomers for ages*millennials and gen Z: Hey um please noBoomers: NEVER! YOU BIG BABIES!! DO YOU WANT A PARTICIPATION TROPHY OR SOMETHINGMillennials and Gen Z: OK boomerBoomers: pic.twitter.com/tWeFxdVZO5,1,4,14,,https://twitter.com/i/videos/1193180240388009984?embed_source=facebook,https://twitter.com/cringiestqueen/status/1193180240388009984
消息  🌸 ia • check pinned,chiakibloom,hey boomers  let's see if we can confuse these gen z  pic.twitter.com/Z3MbUgvyb8,2,15,29,https://pbs.twimg.com/media/EI7m6E0VAAAfw4Z.jpg,,https://twitter.com/chiakibloom/status/1193144844148830208
bree,uzuimilk,todoroki ceo of gen z's shoto pic.twitter.com/0nTBNEBm8Z,,78,252,,https://twitter.com/i/videos/1193141615247933442?embed_source=facebook,https://twitter.com/uzuimilk/status/1193141615247933442
Muthoni Maingi,NonieMG,But I am CACKLING at Sho Madjozi framing hardship as watching two TV channels & Achieng’s hardship being having to learn English watching Ellen in Kenya  ah. & they ate it up! GEN Z ARE FOREVER MY FAVOURITE PEOPLE!!!!,2,26,85,,,https://twitter.com/NonieMG/status/1193131412569952256
aya,aintdeluna,okay gen z pic.twitter.com/a1So5BmJo0,5,47,271,https://pbs.twimg.com/media/EI7UUyuU4AIm2Sa.jpghttps://pbs.twimg.com/media/EI7UVZgVAAItm3l.jpghttps://pbs.twimg.com/media/EI7UWHbVUAI58Eh.jpghttps://pbs.twimg.com/media/EI7UWn2U8AAfGl7.jpg,,https://twitter.com/aintdeluna/status/1193124444899704832
Dr. Héloïse Stevance  💖  💥,Sydonahi,"Boomers: ""Millenials and gen z are snowflakes who get offended by ANYTHING""Gen z: ""OK boomer""Boomers: pic.twitter.com/UCrvPtZGRD",67,4.6K,12K,https://pbs.twimg.com/media/EI6zm7BUEAATwat.jpg,,https://twitter.com/Sydonahi/status/1193088439593230336
Patchwork Heart (Commissions Open),patchie_the_cat,"Millenial: “Don’t say g*psy or r*tard. They are slurs, just like the n-word, which you also shouldn’t say.”Boomer: “More PC crap? They are not slurs you are just a snowflake.”Gen Z: “Okay Boomer.”Boomer: “SLUR! That’s a slur and you can’t say that!”",18,481,1.7K,,,https://twitter.com/patchie_the_cat/status/1193072834328682496
