Title,Author,Description,Article_Link,Cited_by,All_versions,Related_articles_Link
Overcrowded prisons and filial responsibility: Will states utilize support of the indigent statutes to solve the baby boomer and prison crises,"L Yamamoto - Rutgers LJ, 2009 - HeinOnline","An intriguing nexus is forming between four societal and legal issues in this country: the aging of the population,'the overcrowding in the nation's prisons, 2 the overwhelmed and under-funded federal entitlement programs that support the elderly, 3 and the filial …",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/rutlj41&section=14,14,,"https://scholar.google.com/scholar?q=related:QPTAs8xGlkkJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[HTML][HTML] eHealth literacy and Web 2.0 health information seeking behaviors among baby boomers and older adults,"B Tennant, M Stellefson, V Dodd, B Chaney… - Journal of medical …, 2015 - jmir.org","Background Baby boomers and older adults, a subset of the population at high risk for chronic disease, social isolation, and poor health outcomes, are increasingly utilizing the Internet and social media (Web 2.0) to locate and evaluate health information. However …",https://www.jmir.org/2015/3/e70/,280,9,"https://scholar.google.com/scholar?q=related:cwIh-8pcudQJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Baby boomers' attitudes towards product placements,"NM Schmoll, J Hafer, M Hilt, H Reilly - Journal of Current Issues & …, 2006 - Taylor & Francis",Including branded products within mass media programming is becoming common. Previous research has focused almost entirely on college-age students' attitudes about placements in movies and television. This research focuses on Baby Boomers and is the first …,https://www.tandfonline.com/doi/abs/10.1080/10641734.2006.10505197,75,7,"https://scholar.google.com/scholar?q=related:d7OxhtZLR8gJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Work-family conflict and work-family synergy for generation X, baby boomers, and matures: Generational differences, predictors, and satisfaction outcomes","NJ Beutell, U Wittig-Berman - Journal of Managerial Psychology, 2008 - emeraldinsight.com",Purpose–This paper aims to explore generational effects on work-family conflict and synergy Design/methodology/approach–The design is cross-sectional and investigates large US national probability samples. Multiple regressions and ANOVAs were used in the analyses …,https://www.emeraldinsight.com/doi/abs/10.1108/02683940810884513,326,5,"https://scholar.google.com/scholar?q=related:_PbLq1g2bWQJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
The influence of age-related health difficulties and attitudes toward driving on driving self-regulation in the baby boomer and older adult generations,"EG Conlon, N Rahaley, J Davis - Accident Analysis & Prevention, 2017 - Elsevier",Our study aimed to determine how age-and disease-related difficulties were associated with attitudes and beliefs about driving self-regulation in men and women in the baby boomer and older generations. Three hundred and ninety-nine men (n= 204) and women (n= 195) …,https://www.sciencedirect.com/science/article/pii/S0001457517300726,14,6,"https://scholar.google.com/scholar?q=related:NkZZFptCQ7kJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Home-to-job spillover for generation X, boomers, and matures: A comparison","JEL Dilworth, N Kingsbury - Journal of Family and Economic Issues, 2005 - Springer","Home-to-job spillover, a source of stress for employed men and women, can be exacerbated by factors that deplete personal time and energy. Household responsibilities and caring for children or the elderly are stressors that may differentially impact employed adults based on …",https://link.springer.com/article/10.1007/s10834-005-3525-9,84,8,"https://scholar.google.com/scholar?q=related:nJpO3A14a9YJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Baby boomers nearing retirement: the healthiest generation?,"NE Rice, IA Lang, W Henley, D Melzer - Rejuvenation research, 2010 - liebertpub.com","Background: The baby-boom generation is entering retirement. Having experienced unprecedented prosperity and improved medical technology, they should be the healthiest generation ever. Methods: We compared prevalence of disease and risk factors at ages 50 …",https://www.liebertpub.com/doi/abs/10.1089/rej.2009.0896,44,4,"https://scholar.google.com/scholar?q=related:H8bnW-s25R0J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[PDF][PDF] Expressive communalism: The embodied spirituality of the post-boomer generations,"RW Flory, DE Miller - Congregations, 2004 - seasonsofadultfaith.com","Today we are bombarded with visual symbols virtually every minute of the day. Our relationship to technology is far more interactive than it once was, and the ease of access created by modern technology has created a global market culture. The children of baby …",http://www.seasonsofadultfaith.com/uploads/5/1/6/4/5164069/expressive_communalism_-_flory_and_miller.pdf,7,2,"https://scholar.google.com/scholar?q=related:fQqdckK0pQgJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"[CITATION][C] The next America: Boomers, millennials, and the looming generational showdown",P Taylor - 2016 - Hachette UK,,,291,8,"https://scholar.google.com/scholar?q=related:pnXOy-pcGIQJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] Comparing the retirement savings of the baby boomers and other cohorts,"SA DeVaney, S Chiremba - 2005 - bls.gov",This study compares the retirement savings behavior of four different age cohorts and finds that Older Baby Boomers (born from 1946 to 1954) are somewhat more likely than the other cohorts to hold a retirement account. It also finds that households in the Swing cohort (1928 …,https://www.bls.gov/opub/mlr/cwc/comparing-the-retirement-savings-of-the-baby-boomers-and-other-cohorts.pdf,64,2,"https://scholar.google.com/scholar?q=related:pSGvOhjyw6MJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
GenXers versus boomers: Work motivators and management implications,"SB Yang, ME Guy - Public Performance & Management Review, 2006 - Taylor & Francis",This research examines workforce generational changes and specifically focuses on Generation X. GenXers comprise about one-third of the American labor force and are becoming a major influence in the workplace. To test common wisdom that they are …,https://www.tandfonline.com/doi/abs/10.2753/PMR1530-9576290302,149,2,"https://scholar.google.com/scholar?q=related:IWHo0QB5JTwJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Baby boomers' use and perception of recommended assistive technology: a systematic review,"DM Steel, DM Steel, MA Gray - Disability and Rehabilitation …, 2009 - Taylor & Francis","Purpose. The objective of this article is to review published studies to describe issues and quality of evidence surrounding assistive technology (AT) use by the baby boomer generation. As the baby boomer generation are ageing, they represent a new era for aged …",https://www.tandfonline.com/doi/abs/10.1080/17483100902767175,42,8,"https://scholar.google.com/scholar?q=related:tfPUmU0aaVUJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Sociological perspectives on the baby boomers: an exploration of social change,"R Leach, C Phillipson, S Biggs… - Quality in ageing and …, 2008 - emeraldinsight.com",The 'baby-boom'generation has emerged as a significant group in debates focusing on population change. The demographic context concerns the increase in the birth rate across industrialised countries from the mid-1940s through to the mid-1960s. From a sociological …,https://www.emeraldinsight.com/doi/abs/10.1108/14717794200800024,17,9,"https://scholar.google.com/scholar?q=related:bQh3a6RbxZAJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Boomer bulge: Dealing with the stress of demographic change on government budgets in Canada,WBP Robson - 2009 - ideas.repec.org,"While the sagging economy is focusing attention on fiscal policy's capacity to fight a slump, another challenge looms–the demographic pressures on future program spending. Short-term stimulus can only succeed if it preserves confidence in the long-run capacity of …",https://ideas.repec.org/p/cdh/ebrief/71.html,8,3,"https://scholar.google.com/scholar?q=related:mWXP-Qj-xugJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Social and cultural constructions of ageing: the case of the baby boomers,"C Phillipson, R Leach, A Money… - Sociological Research …, 2008 - journals.sagepub.com","This paper examines social and cultural constructions of first wave baby boomers, those born in the period 1945-1954. Boomers are depicted, variously, as bringing new lifestyles and attitudes to ageing and retirement; or heralding economic disaster; or placing fresh …",https://journals.sagepub.com/doi/abs/10.5153/sro.1695,68,6,"https://scholar.google.com/scholar?q=related:kOYmHD0gwb4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
The acceptability of home monitoring technology among community-dwelling older adults and baby boomers,"A Mihailidis, A Cockburn, C Longley… - Assistive technology, 2008 - Taylor & Francis",This pilot study investigated the willingness of two generational cohorts (current baby boomers and older adults) to accept home monitoring technology. Thirty individuals (15 baby boomers and 15 older adults) of both genders and living in the community participated …,https://www.tandfonline.com/doi/abs/10.1080/10400435.2008.10131927,100,4,"https://scholar.google.com/scholar?q=related:619cyAkaPH4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] What did the baby boomers ever do for us?,F Beckett - 2016 - content.taylorfrancis.com,"In this book, Francis Beckett argues that what began as the most radical-sounding generation for half a century turned into a random collection of youthful style gurus, sharp-toothed entrepreneurs and management consultants who believed revolution meant new ways of selling things; and …",https://content.taylorfrancis.com/books/download?dac=C2015-0-62176-6&isbn=9781317365907&format=googlePreviewPdf,54,4,"https://scholar.google.com/scholar?q=related:dMyx6SkZJ9oJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Australia's “other” gender wage gap: Baby boomers and compulsory superannuation accounts,"T Jefferson, A Preston - Feminist Economics, 2005 - Taylor & Francis","Government budgetary pressures and demographic trends have made retirement income policy a priority in developed economies. One option for policy reform is to increase private saving. In Australia, legislation requiring compulsory employer payments for the purposes of …",https://www.tandfonline.com/doi/abs/10.1080/13545700500115902,72,7,"https://scholar.google.com/scholar?q=related:GFp9cB31P9sJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Anticipation of retirement among baby boomers,"NA Winston, J Barnes - Journal of Women & Aging, 2007 - Taylor & Francis",ABSTRACT A total of 32 interviews were conducted with women in academia who were born between 1946 and 1964. Twenty-one of these interviews were completed with academic women in the United States. and eleven with academic women in New Zealand …,https://www.tandfonline.com/doi/abs/10.1300/J074v19n03_10,60,5,"https://scholar.google.com/scholar?q=related:IBt-GhXQR0QJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Motivational factors of the traditionalist, baby boomer, generation x, and generation y student enrolled in a community college",BA Hatkevich - 2008 - search.proquest.com,This descriptive quantitative study was conducted to determine the motivational factors of Generation X and Generation Y students to seek advanced education at a comprehensive community college. A triangulated literature review was used to articulate the knowledge …,http://search.proquest.com/openview/5c6fe3615fd9a680ef2f42fa3e4eac83/1?pq-origsite=gscholar&cbl=18750&diss=y,11,,"https://scholar.google.com/scholar?q=related:LeSPUccCXhMJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Work commitment in the legal profession: a study of Baby Boomers and Generation Xers,"JE Wallace - International Journal of the Legal Profession, 2006 - Taylor & Francis","Growing attention is being paid to the generational differences in the work orientations of professionals, particularly among Baby Boomers and Generation Xers. It is suggested that the role that work plays in one's life is the most significant generational difference, where …",https://www.tandfonline.com/doi/abs/10.1080/09695950600961293,65,4,"https://scholar.google.com/scholar?q=related:sfo-F5dZDvAJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[CITATION][C] Competitive strategies for a world class workforce,"B Authority - Retrieved March, 2009",,,32,,"https://scholar.google.com/scholar?q=related:YnQ6tGUEAoUJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Y-ers, X-ers and Boomers: Investigating the multigenerational (mis) perceptions in the hospitality workplace","A Zopiatis, M Krambia-Kapardis… - Tourism and …, 2012 - journals.sagepub.com","Today's hospitality workforce is more diverse than ever with the symbiotic co-existence of three different generations; Generation Y, Generation X and Baby Boomers. This co-existence poses numerous challenges for an industry that strives to achieve inter …",https://journals.sagepub.com/doi/abs/10.1177/1467358412466668,111,6,"https://scholar.google.com/scholar?q=related:Wtwbp-YYEWgJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] Ten steps to reforming baby boomer retirement,"JC Goodman, D Herrick, M Moore - 2006 - ncpathinktank.org","As 77 million members of the Baby Boom generation begin to retire, America is about to experience one of the most dramatic economic, sociological and demographic changes in its history. The institutions we have relied upon in the past are completely unprepared for …",http://www.ncpathinktank.org/pdfs/st283.pdf,6,,"https://scholar.google.com/scholar?q=related:_Z15KT2ghOUJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[HTML][HTML] Baby boomers' expectations of health and medicine,"E Kahana, B Kahana - The virtual mentor: VM, 2014 - ncbi.nlm.nih.gov","In the early 2010s, the first cadre of baby boomers, born after World War II, turned 65, making them officially senior citizens, and many more are joining their ranks every day. It is generally acknowledged that the entry of the baby boomers into the ranks of elderly …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5497843/,27,10,"https://scholar.google.com/scholar?q=related:O2oVKPXr93IJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Involuntary Sale Damages in Permanent Nuisance Cases: A Bigger Bang from Boomer,"RD Hiley - BC Envtl. Aff. L. Rev., 1986 - HeinOnline","I. Introduction During its evolution in the last one hundred years, the permanent nuisance doctrine has significantly changed prior concepts of damage recovery in nuisance actions. Before courts began to apply the permanent nuisance doctrine, a plaintiff in a nuisance or …",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/bcenv14&section=10,8,3,"https://scholar.google.com/scholar?q=related:uXAkhBhIbbYJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Sense-making and synchronicity: Information-seeking behaviors of Millennials and Baby Boomers,"LS Connaway, ML Radford, TJ Dickey, JDA Williams… - Libri, 2008 - degruyter.com",A challenge facing libraries is to develop and up date collec tions and services to meet the needs of the multiple genera tions of users with dif fering approaches to information seek ing. The different characteristics and information needs of 'Ba by Boomers' and 'Mil lennials' …,https://www.degruyter.com/view/j/libr.2008.58.issue-2/libr.2008.014/libr.2008.014.xml,102,8,"https://scholar.google.com/scholar?q=related:hEw3G7kgboIJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Baby-boomer affluence-myth or reality?,"B Birrell, E Healy - Just Policy: A Journal of Australian …, 2005 - search.informit.com.au","The material situation of baby boomer males is analysed showing that stereotypes about their favoured situation are misplaced. Lots of them are earning very low incomes or are dependent upon welfare, in part because they have had to depend upon precarious …",https://search.informit.com.au/documentSummary;dn=178354208096656;res=IELHSS,6,2,"https://scholar.google.com/scholar?q=related:HrJbADGYrO8J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[CITATION][C] Are baby boomers living well longer,"D Weir - Redefining retirement: How will boomers …, 2007 - Oxford: Oxford University Press",,,35,,"https://scholar.google.com/scholar?q=related:HaLOwoyg6l4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
From baby boomer to millennial: Succession planning for the future,"M Kosterlitz, J Lewis - Nurse Leader, 2017 - Elsevier","By 2020, millennials (born between 1980 and 2000) will make up almost 50% of the nation's workforce, capturing the crown from the baby boomer generation. 1 There are many implications associated with the surge of this population in the workforce. Millennials grew …",https://www.sciencedirect.com/science/article/pii/S1541461217302616,10,3,"https://scholar.google.com/scholar?q=related:MNx_a0FJG54J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"[PDF][PDF] Baby boomers spur growth in potential market, but penetration rate declines","S Kochkin - Hearing Journal, 1999 - hearing.org","In 1984, the Hearing Industries Association (HIA) commissioned the first major study of the hearing-impaired market. 1 Since then, Knowles Electronics has conducted five tracking surveys of the US hearing-impaired populations between the years 1989 and 1997. All of …",https://www.hearing.org/hearingorg/assets/File/public/marketrak/MarkeTrak_V_Baby_Boomers_spur_growth_in_potential_market_but_penetration_rate_declines.PDF,58,4,"https://scholar.google.com/scholar?q=related:APr-z9CUqDAJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] After the baby boomers: How twenty-and thirty-somethings are shaping the future of American religion,R Wuthnow - 2010 - books.google.com,Much has been written about the profound impact the post-World War II baby boomers had on American religion. But the lifestyles and beliefs of the generation that has followed--and the influence these younger Americans in their twenties and thirties are having on the face of …,https://books.google.com/books?hl=en&lr=&id=fZhqHRewJyAC&oi=fnd&pg=PR1&dq=boomer&ots=fTnl7YnLJF&sig=2Ql-NiuyZj_oaUtEBy_28hqHwJk,577,6,"https://scholar.google.com/scholar?q=related:XER5TRbkXU0J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"The great retirement caper or, bye-bye, boomer","RH Woods, G Withiam - The Cornell Hotel and Restaurant Administration …, 1992 - Elsevier","'For examples of the baby boomers' effect on of Hotel, Restaurant, and Institu- consumer advertising, see: “What Will Baby tional Management at Michigan Boomers Buy Next?,” Fortune, October 15, 1984; or David Wessel, “One Sure Fact: Baby Boomers State …",https://www.sciencedirect.com/science/article/pii/001088049290117N,6,6,"https://scholar.google.com/scholar?q=related:HhUbN76C8-4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Assessing the baby boomers' financial wellness using financial ratios and a subjective measure,"E Baek, SA DeVaney - Family and Consumer Sciences …, 2004 - Wiley Online Library","The purpose of the study was to examine the financial wellness of the baby boomers using two definitions of financial wellness: objective and subjective financial wellness. With data on 2,021 baby boomer households from the 2001 Survey of Consumer Finances, the study …",https://onlinelibrary.wiley.com/doi/abs/10.1177/1077727X04263826,76,5,"https://scholar.google.com/scholar?q=related:UL-bEV8_ztsJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Health and aging among baby boomers,"PL Blanchette, VG Valcour - Generations, 1998 - search.proquest.com","76 GENERATIONS Health and Aging Among Baby Boomers By Patricia Lanoie Blanehette and Victor G. Valeoar ust as they have trans formed every age they have crossed, the baby boom generation will change the basic concepts of health in old age. Some predict a great number …",http://search.proquest.com/openview/bb8fbe9c861be318431b89e56da87723/1?pq-origsite=gscholar&cbl=30306,23,3,"https://scholar.google.com/scholar?q=related:s2EYENdCdQ4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[PDF][PDF] Millennials overtake Baby Boomers as America's largest generation,"R Fry - Pew Research Center, 2016 - bcit.cc","Millennials have surpassed Baby Boomers as the nation's largest living generation, according to population estimates (http://www. census. gov/popest/data/datasets. html? eml= gd&utm_medium= email&utm_source= govdelivery) released this month by the US Census …",https://www.bcit.cc/cms/lib/NJ03000372/Centricity/Domain/701/Millennials%20overtake%20Baby%20Boomers%20as%20Americas%20largest%20generation%20Pew%20Research%20Center.pdf,291,,"https://scholar.google.com/scholar?q=related:mgNFEW8LUqIJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] A philosophical and ethical examination of practices in developing leisure program guidelines using the baby boomer cohort,LJ Cochran - 2005 - webpages.uidaho.edu,"Baby Boomers, those born specifically between 1946 and 1964, represent a generation that consists of nearly 76 million Americans. By the year 2011, the first wave of America's boomer generation will turn 65 years of age. By this date, nearly all boomers will have entered or will …",https://www.webpages.uidaho.edu/center_for_ethics/research%20projects/Dissertations/Cochran%20Dissertation.pdf,10,3,"https://scholar.google.com/scholar?q=related:XVU07CHMpX8J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Hydraulic boomer,"LL Fox - US Patent 2,249,078, 1941 - Google Patents",The principal object of the present invention 23 which presses against a ball 24 to the position is to provide a tightening device of the character shown in Figure 4. At the upper end of the end stated which will be positive acting and substan-portion of the duct t2 is a …,https://patents.google.com/patent/US2249078A/en,3,2,"https://scholar.google.com/scholar?q=related:zQS_JUz_MUYJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Will the RN workforce weather the retirement of the baby boomers?,"DI Auerbach, PI Buerhaus, DO Staiger - Medical Care, 2015 - ingentaconnect.com","Importance: After forecasts made more than a decade ago suggested dire nursing shortages, enrollment in nursing schools doubled. The implications of this unprecedented change for the nursing workforce have not yet been fully explored. Objective: To forecast the …",https://www.ingentaconnect.com/content/wk/mcar/2015/00000053/00000010/art00003,51,5,"https://scholar.google.com/scholar?q=related:u5kvSRSdQnIJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Why do boomers plan to work longer?,"GBT Mermin, RW Johnson… - The Journals of …, 2007 - academic.oup.com","Objectives. Recent changes in retirement trends and patterns have raised questions about the likely retirement behavior of baby boomers, the large cohort born between 1946 and 1964. This study examined recent changes in retirement expectations and the factors that …",https://academic.oup.com/psychsocgerontology/article-abstract/62/5/S286/570913,155,9,"https://scholar.google.com/scholar?q=related:Uv-Y2kysRPkJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[PDF][PDF] Mandatory retirement of baby boomer and human resource strategies of business firms,"N Mitani - Japan Labor Review, 2008 - jil.go.jp","The purpose of this paper is to analyze from an economics viewpoint how changes in the age structure of the labor force, especially the mandatory retirement of the so-called Dankai No Sedai, or the Japanese baby boomers, 1 starting in 2007, affect business firms' human …",https://www.jil.go.jp/english/JLR/documents/2008/JLR18_all.pdf#page=9,8,3,"https://scholar.google.com/scholar?q=related:u3VPEK2TrMcJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[CITATION][C] The Boomer Bible,"RF Laird, RF Laird - 1991 - Workman Publishing",,,4,,"https://scholar.google.com/scholar?q=related:Nd5WFnH-Uw8J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] Jewish baby boomers: A communal perspective,CI Waxman - 2001 - books.google.com,"This book critically analyzes American Jewish baby boomers, focusing on the implications of their Jewish identity and identification for the collective American Jewish community. Utilizing data obtained from the 1990 National Jewish Population Survey, the book begins …",https://books.google.com/books?hl=en&lr=&id=oEe7hvxr-XkC&oi=fnd&pg=PP9&dq=boomer&ots=h6Z_oHFMQ_&sig=rQ0_r1vhCBj6PTHa6drXWR85eTc,54,4,"https://scholar.google.com/scholar?q=related:eGVxpZui-hYJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Alternating leadership as a proactive organizational intervention: Addressing the needs of the Baby Boomers, Generation Xers and Millennials","D Andert - Journal of Leadership, Accountability, and Ethics, 2011 - na-businesspress.com","Great outcomes within organizations are not the result of someone working alone but the synergy of interrelationships with the thoughts, ideas, and the actions of many. Administration and management can increase the organization's value when they support …",http://www.na-businesspress.com/JLAE/andert_abstract.html,101,12,"https://scholar.google.com/scholar?q=related:mkrI8fTAfgMJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Retaining Generation X'ers in a baby boomer firm,"RO Fong - Cap. UL Rev., 2001 - HeinOnline","[The following is the text of my presentation. The presentation was accompanied by a series of PowerPoint slides containing text, images, audio tracks and a brief video clip. The audio tracks and video clip were an integral part of the presentation, and unfortunately, cannot be …",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/capulr29&section=39,6,4,"https://scholar.google.com/scholar?q=related:XiOcjHhzUWoJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Finite element modeling and optimization of a robot boomer,U Sellgren - 1999 - diva-portal.org,"In a complex system, there are several sources of physical uncertainty, as well as there are many unintended interactions between the sub-systems. To predict the physical behavior of such a system, there is a need to treat the uncertainties in the physical quantities as well as …",http://www.diva-portal.org/smash/record.jsf?pid=diva2:342944,5,2,"https://scholar.google.com/scholar?q=related:QaWxnaslCNEJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] The boomer retirement time bomb: How companies can avoid the fallout from the coming skills shortage,"DL Venneberg, BW Eversole - 2010 - books.google.com","The Boomer Retirement Time Bomb: How Companies Can Avoid the Fallout from the Coming Skills Shortage is a book for business leaders who want to stay ahead of the curve. A must-read for the 21st-century organization, it lays out challenges posed by a changing …",https://books.google.com/books?hl=en&lr=&id=aARjWeLXUOkC&oi=fnd&pg=PP1&dq=boomer&ots=bIkysGwVEC&sig=ku3whjHq9vDEbmhSluyNagv0rxE,8,2,"https://scholar.google.com/scholar?q=related:h-0onKEbVTEJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] The Baby Boomers' Mega-inheritance: Myth Or Reality?,"J Gokhale, LJ Kotlikoff - 2000 - researchgate.net","Retirees are one of the wealthiest segments of the US population, and today's retirees have more wealth than any previous generation's. Some have conjectured that bequests out of this wealth will significantly boost the resources of the baby boomers—the next generation of …",https://www.researchgate.net/profile/Laurence_Kotlikoff/publication/5028613_The_Baby_Boomers'_Mega-Inheritance-Myth_or_Reality/links/0046351840d942de1e000000.pdf,25,14,"https://scholar.google.com/scholar?q=related:aR74S0YeXagJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Mature aged"" baby boomer"" students' contributions to understanding nursing education","S Walker, T Dwyer, T Sander, L Moxham, M Broadbent… - 2014 - ro.uow.edu.au","Background: Mature aged nursing students of the'Baby Boomer'generation are important for health workforce retention and planning because once graduated, they are viewed as being more loyal to the profession and consequently likely to remain in the nursing workforce. A …",http://ro.uow.edu.au/smhpapers/1379/,6,8,"https://scholar.google.com/scholar?q=related:jJ1h09EWOb4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Baby boomers and the shifting political construction of old age,"RB Hudson, JG Gonyea - The Gerontologist, 2012 - academic.oup.com","Employing the political construct of “target” populations, we suggest that the Boomers in old age will constitute a conceptually distinct population from that represented by either their parents or grandparents. A fourfold typology organized along the dimensions posited by …",https://academic.oup.com/gerontologist/article-abstract/52/2/272/613086,57,11,"https://scholar.google.com/scholar?q=related:hsKyntE8u6AJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Will aging baby boomers bust the federal budget?,"R Lee, J Skinner - Journal of Economic Perspectives, 1999 - aeaweb.org","The authors analyze in three steps the influence of the projected mortality decline on the long-run finances of the Social Security System. First, mortality decline adds person years of life which are distributed across the life cycle. The interaction of this distribution with the age …",https://www.aeaweb.org/articles?id=10.1257/jep.13.1.117,143,17,"https://scholar.google.com/scholar?q=related:fKXwPf1zF5gJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Public health impact of comprehensive hepatitis C screening and treatment in the French baby-boomer population,"O Ethgen, Y Sanchez Gonzalez… - Journal of medical …, 2017 - Taylor & Francis","Objective: To estimate the public health impact of comprehensive hepatitis C virus (HCV) screening and access to all-oral, interferon (IFN)-free direct-acting antivirals (DAAs) in the French baby-boomer population (1945–1965 birth cohorts). Methods: A sequential, multi …",https://www.tandfonline.com/doi/abs/10.1080/13696998.2016.1232725,9,3,"https://scholar.google.com/scholar?q=related:rdg7WmvBkdIJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Self-reported health status, body mass index, and healthy lifestyle behaviors: differences between Baby Boomer and Generation X employees at a southeastern …","MR Carter, RK Kelly - Workplace health & safety, 2013 - journals.sagepub.com","The aim of this study was to assess differences in self-reported health status, body mass index (BMI), and healthy lifestyle behaviors between Baby Boomer and Generation X faculty and staff at a southeastern university. Data were drawn from employee health risk …",https://journals.sagepub.com/doi/abs/10.1177/216507991306100906,12,5,"https://scholar.google.com/scholar?q=related:R-yBMTX2e6AJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] The new old: Why baby boomers won't be pensioned off,"J Huber, P Skidmore - 2003 - books.google.com","First published in 2003 © Demos All rights reserved ISBN 1 84180 107 0 Typeset by Land & Unwin,Bugbrooke Printed by Printflow,London For further information and subscription details please contact: Demos The Mezzanine Elizabeth House 39 York Road London SE1 7NQ …",https://books.google.com/books?hl=en&lr=&id=p44dqCZOBKAC&oi=fnd&pg=PT7&dq=boomer&ots=s_IVNjiRKs&sig=OR31sV25FJJ4luNYLU6-Kdyw_J0,118,5,"https://scholar.google.com/scholar?q=related:fDiUBxTf0f4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[DOC][DOC] Boomer Reality.(baby boom generation),"H Dolezalek - Training, 2007 - kmforboomers.pbworks.com","For a couple of years, everyone was having a fit about what was billed as the upcoming workforce crisis."" In 2010,"" we read everywhere,"" there will be a shortage of 10 million workers, and the competition for talent will be savage."" Most people have settled down from …",http://kmforboomers.pbworks.com/f/Boomer+Reality.doc,4,2,"https://scholar.google.com/scholar?q=related:df6e1uEp9B8J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
